2017-09-22,2017-10-04,2017-10-16,2017-10-28,2017-11-09,2017-11-21,2017-12-03,2017-12-15,2017-12-27,2018-01-08,2018-01-20,2018-02-01,2018-02-13,2018-02-25,2018-03-09,2018-03-21,2018-04-02,2018-04-14,2018-04-26,2018-05-08,2018-05-20,2018-06-01,2018-06-13,2018-06-25,2018-07-07,2018-07-19,2018-07-31,2018-08-12,2018-08-24,2018-09-05,2018-09-17
0.5460062623023987,0.5778581500053406,0.5435303449630737,0.5228796005249023,0.5948182940483093,0.5458036661148071,0.5579745173454285,0.5403634905815125,0.6100984215736389,0.6043058633804321,0.6795253157615662,0.6650152206420898,0.6647051572799683,0.6311035752296448,0.6731390953063965,0.6296612024307251,0.5891284942626953,0.6215012073516846,0.6038424968719482,0.5500584244728088,0.5730769038200378,0.6149073243141174,0.5812437534332275,0.631075918674469,0.6167062520980835,0.5893883109092712,0.5989292860031128,0.6528317332267761,0.6764678359031677,0.6292534470558167,0.6106986403465271
0.5393685698509216,0.5983427166938782,0.5564869046211243,0.5699097514152527,0.5561212301254272,0.5489733219146729,0.5184579491615295,0.5412454009056091,0.46162912249565125,0.5096155405044556,0.5330150723457336,0.5750371813774109,0.5234861373901367,0.533784806728363,0.5101484656333923,0.6617404818534851,0.677711546421051,0.6575395464897156,0.6829061508178711,0.6641958355903625,0.6488966941833496,0.657167375087738,0.6521984338760376,0.5149981379508972,0.49440136551856995,0.4905298352241516,0.49272677302360535,0.5062384009361267,0.4770818054676056,0.502570390701294,0.49085763096809387
0.5757740139961243,0.6136012673377991,0.6073209643363953,0.610124409198761,0.5368894338607788,0.6145932078361511,0.5934417247772217,0.5384512543678284,0.45154306292533875,0.49600738286972046,0.5176817178726196,0.5317130088806152,0.484611451625824,0.4956642985343933,0.5232987403869629,0.47706106305122375,0.531471312046051,0.5368579626083374,0.5084382891654968,0.47082167863845825,0.4999772012233734,0.4803377389907837,0.462561696767807,0.4773223400115967,0.44366908073425293,0.4417163133621216,0.47022175788879395,0.4715142548084259,0.45937615633010864,0.43757864832878113,0.5113362073898315
0.5475702881813049,0.5291644334793091,0.5152540802955627,0.5879086256027222,0.6438659429550171,0.6478448510169983,0.6637673377990723,0.4570876657962799,0.44620272517204285,0.4789094626903534,0.5937850475311279,0.5967118740081787,0.503395140171051,0.5541679859161377,0.5856534242630005,0.6303389668464661,0.6203885674476624,0.5986364483833313,0.5493616461753845,0.4923016428947449,0.587458610534668,0.5235059261322021,0.6067475080490112,0.5997309684753418,0.5437898635864258,0.5190218091011047,0.5096158981323242,0.5553430318832397,0.5446807146072388,0.534854531288147,0.4641212522983551
0.6420709490776062,0.6223716139793396,0.6382774710655212,0.6720000505447388,0.7042731642723083,0.6876474022865295,0.6776248812675476,0.6042119264602661,0.5362592935562134,0.5373471975326538,0.6099406480789185,0.682727575302124,0.618546724319458,0.6371527910232544,0.6167802810668945,0.6118309497833252,0.5627111196517944,0.5807386636734009,0.5595866441726685,0.5339974164962769,0.5725647807121277,0.5288712978363037,0.5682346224784851,0.7442765831947327,0.7156090140342712,0.6917269825935364,0.7216196060180664,0.7460915446281433,0.7312964797019958,0.7510489225387573,0.6949259042739868
0.4843025505542755,0.5813001394271851,0.5570262670516968,0.6002968549728394,0.5678167343139648,0.5953508019447327,0.5928335189819336,0.420015424489975,0.4172201156616211,0.40543076395988464,0.5055575966835022,0.46969959139823914,0.5555596947669983,0.39683106541633606,0.45316824316978455,0.6386221647262573,0.6752212643623352,0.6645249724388123,0.6739913821220398,0.6734195351600647,0.6433853507041931,0.6269086003303528,0.6294269561767578,0.6229597330093384,0.6473188400268555,0.6037753224372864,0.5925820469856262,0.6229150891304016,0.641675591468811,0.6870286464691162,0.6641258597373962
0.5427576899528503,0.5131418704986572,0.5412880182266235,0.5753765106201172,0.507926881313324,0.5127219557762146,0.5397829413414001,0.45078161358833313,0.6633643507957458,0.6337915062904358,0.6584622859954834,0.6662771105766296,0.6634467244148254,0.6832343339920044,0.6097844839096069,0.48148947954177856,0.4290476143360138,0.4110850393772125,0.410918265581131,0.4454100728034973,0.4650336503982544,0.5240392088890076,0.4883590042591095,0.6926590204238892,0.6723683476448059,0.6872938275337219,0.69686359167099,0.682761549949646,0.7251940369606018,0.7190225720405579,0.7132570743560791
0.47650906443595886,0.5138977766036987,0.5259556770324707,0.5401871800422668,0.49352869391441345,0.5377347469329834,0.5345702767372131,0.4408169686794281,0.5314242243766785,0.5244884490966797,0.5902042984962463,0.6238541007041931,0.5735579133033752,0.576390266418457,0.6207403540611267,0.5486648678779602,0.5305037498474121,0.4873237907886505,0.5167160630226135,0.5008747577667236,0.4837976098060608,0.5237730145454407,0.5291393399238586,0.5561767816543579,0.566112756729126,0.5653347969055176,0.5946199297904968,0.5508542060852051,0.587162971496582,0.6189597845077515,0.6150947213172913
0.531711757183075,0.5448570847511292,0.511462926864624,0.5304394960403442,0.5454408526420593,0.5574637651443481,0.5383914709091187,0.4597904086112976,0.5270398259162903,0.5845054388046265,0.606892466545105,0.6191627979278564,0.6074150800704956,0.6316494941711426,0.5806205868721008,0.63364577293396,0.5993407368659973,0.6293740272521973,0.6359004974365234,0.6227907538414001,0.5754161477088928,0.5834922194480896,0.5912967324256897,0.6439358592033386,0.6716932058334351,0.6531358361244202,0.6537691950798035,0.6587437391281128,0.6444563865661621,0.6871778964996338,0.6623691320419312
0.6855649352073669,0.6714208126068115,0.6496090888977051,0.6802048087120056,0.6944504380226135,0.6807104349136353,0.6999124884605408,0.5107424259185791,0.4069167673587799,0.4157096743583679,0.5020069479942322,0.4845525026321411,0.4691442847251892,0.38996219635009766,0.41178569197654724,0.6148436069488525,0.5914597511291504,0.6021242141723633,0.6108107566833496,0.5437169075012207,0.558136522769928,0.5268718600273132,0.5511839985847473,0.6127764582633972,0.6348984837532043,0.5725069642066956,0.6093572378158569,0.6034026741981506,0.6239261627197266,0.6528047323226929,0.633630633354187
