2017-09-22,2017-10-04,2017-10-16,2017-10-28,2017-11-09,2017-11-21,2017-12-03,2017-12-15,2017-12-27,2018-01-08,2018-01-20,2018-02-01,2018-02-13,2018-02-25,2018-03-09,2018-03-21,2018-04-02,2018-04-14,2018-04-26,2018-05-08,2018-05-20,2018-06-01,2018-06-13,2018-06-25,2018-07-07,2018-07-19,2018-07-31,2018-08-12,2018-08-24,2018-09-05,2018-09-17
0.0825196662747958,0.08335855561836249,0.07636409195898672,0.06895153996624229,0.08460255080320446,0.06821732852277956,0.07186352756685234,0.11648636063188136,0.2075323440196439,0.19693882192528223,0.16843683381130273,0.1678596979140926,0.23972748090207469,0.21587798645342016,0.21477868554166946,0.22425919066387912,0.21405178099431166,0.23853927720452126,0.23143409126422304,0.22897097356156082,0.22819508515739595,0.22061950919736348,0.21743631990441045,0.17011406560575143,0.16476568382250784,0.19133945370148348,0.17545005064362654,0.16236717626240885,0.15556179920690882,0.1290447794479546,0.14778173643537815
0.09574272548238986,0.10070473944223257,0.09402714071814441,0.09073759457277712,0.08896385214565687,0.0795828175312759,0.0722124320529428,0.14822271778224438,0.1581401235223844,0.15597670942467576,0.11891267968516685,0.12463749642698052,0.16263715853832061,0.16084158028315731,0.15200083340387177,0.12438547927633342,0.11837537015645686,0.11822349168692343,0.14026816955422522,0.13774768172104304,0.13345578632322008,0.12634298288145832,0.12405057357776846,0.09818510201438713,0.09898543382162227,0.11222122735639219,0.11288606187601645,0.09384640033970548,0.08446932905212078,0.07913434318031706,0.09292989623317993
0.09696097641953803,0.09823481330768942,0.09529693687248655,0.08342245422818531,0.07867600074758783,0.07520329276179719,0.07381063130574107,0.1498451866946918,0.15372194402074127,0.1427509149051311,0.09040600095731909,0.09853862029920211,0.1395804987471217,0.1352247439955285,0.14069901996724832,0.10291034396595501,0.11006886681777699,0.10297291261109492,0.11118180534325024,0.1134608319170234,0.11129510262723559,0.10303519266882535,0.10772260897601141,0.13790956891224077,0.13309409519962756,0.1538765623695926,0.1542631448107724,0.1257391557265234,0.11630896230463096,0.1003622658505098,0.13243920561056086
0.053457434533639235,0.04130783734083643,0.03257074957013305,0.03195537356843794,0.0429290674812057,0.03406504309117324,0.029983042810930602,0.09159692410836556,0.10584478836346811,0.08183994779378766,0.06381721235343585,0.08009694864653201,0.10405412731897282,0.1103422397167887,0.1042232530544029,0.11367514900525033,0.12021712497642985,0.09353088875271848,0.09287518371812897,0.09189130130233576,0.10885752346662562,0.09342830976105292,0.10421906450920228,0.09485168393798944,0.07515819410750704,0.07692032116011611,0.08183815950441974,0.05880472039717518,0.056346222529698925,0.04581445719733826,0.05748163107117106
0.17666751075610676,0.14433894490357227,0.14274543558235853,0.13234395107328825,0.17777524990089164,0.1390423088812925,0.1289814390898314,0.22410105396677701,0.19025104810666657,0.1681795579404566,0.15674246378994347,0.20082155818631645,0.22240480598611648,0.24817775947256424,0.2325756160214325,0.2403833953976123,0.23881606709155787,0.2324852082559024,0.19352887832336083,0.18207953280849457,0.19376366826462946,0.1683166370465758,0.19558717992330407,0.2726886855552386,0.23751157178085008,0.243394149071823,0.2718199386396287,0.20069791511970944,0.19068180101738086,0.17133697281702737,0.19580807361924507
0.03651174563551761,0.032808667848542625,0.02788536652960175,0.024226116605281206,0.0261646882746752,0.02254379099053363,0.02142832796875734,0.0841178792935126,0.09620635256122881,0.06857101226809151,0.055940057044440106,0.0942488839717855,0.10443625852934325,0.09367857600661943,0.08993181101632244,0.11548753270165124,0.12500063572952494,0.10092453302217634,0.11723013720339023,0.15025850645846453,0.13201783491149646,0.12879686077780017,0.11976840761922544,0.15239657504120502,0.11368830480608018,0.13326891559291726,0.12888354399008173,0.08931472758336508,0.08960703359670374,0.07184920788027435,0.07820895746565526
0.03864187245327341,0.03306181731810382,0.03178240964476579,0.03070607545851072,0.022304733250940793,0.021054909314216864,0.019893600689690382,0.06685523975690215,0.14512922251412114,0.1062478838052816,0.09303044896669511,0.12866015450845747,0.12808950364025945,0.11535152195532503,0.10738272154614485,0.08447652193287877,0.08258614059819296,0.07804376908439388,0.08101578020537707,0.10124669183057236,0.10266306015043153,0.09411363822466877,0.09403962400779699,0.09779046997869502,0.09304411299584506,0.10166464692456284,0.10696891510236754,0.07548692053734964,0.07819775613237091,0.06898597743269738,0.08036452443882225
0.05453579228736543,0.05351940024471659,0.04927357467949641,0.04698708175530572,0.04921293791665526,0.042620549592720575,0.04664175078803102,0.07591716788246207,0.11006019871237498,0.0927619996398724,0.07193830096698665,0.08857908028468095,0.11882396526124198,0.12686144387719805,0.11884691648308741,0.10276532965757507,0.09849097130516657,0.07017672421543264,0.09491867742517489,0.10943714099746642,0.10698882670798257,0.10680613547173162,0.09900283748767325,0.07992815491244246,0.0691085621596309,0.07101468355486426,0.0803269038003337,0.05678243708261163,0.062724974734735,0.05814085294629666,0.06863946213301801
0.0837699785747653,0.07593688481695729,0.06598049853942499,0.060153204191513314,0.05676612449238492,0.05095282996221418,0.04665430919412932,0.1467892463992352,0.15995755020731772,0.15953456211959452,0.12358196097368103,0.1394702938404376,0.17508714184540186,0.1733842576020783,0.16190815531633984,0.17300754456747003,0.16183205260399375,0.16546344015503955,0.18506724430073984,0.20718698428586546,0.18604300171042756,0.1584196115701051,0.16502218962949453,0.17479455193844176,0.16095165579487433,0.19048276924552593,0.19180278364443965,0.1360305372133765,0.1272457455960049,0.11731626257616838,0.15167434520731266
0.051437283191140784,0.04292702646390986,0.03930113230652503,0.03432658121490125,0.03774967858766405,0.031266162176474585,0.030913411038319807,0.10494371464021954,0.11255528552227405,0.09075354137920996,0.07718899621578516,0.11951501126249012,0.1197824985309022,0.11758906474427099,0.10945161519102649,0.12825675261310615,0.12667391959427798,0.10388229789769118,0.12854092845538592,0.13512192832186515,0.13128504653519987,0.133428297464273,0.11950269417419142,0.14364906884262968,0.10597608164681824,0.1174290550098739,0.12213492565227628,0.08073111932639579,0.08593384967057317,0.06746733281397732,0.0706855381510038
0.05028606587487789,0.051252165072496324,0.028338348680626162,0.02244038188674432,0.023755189896870563,0.022140959754287735,0.01904166464906769,0.10829478048880156,0.1602824842905565,0.10483972163450224,0.057238916146833164,0.12576673005331748,0.15531051632387327,0.10627661999433984,0.09950261691743863,0.055111507206507586,0.05864745692236131,0.04988547164693426,0.060652188403110874,0.08453469906411433,0.07113585562808085,0.06428363508535688,0.06839070180495188,0.08802964613248171,0.07147875132086327,0.09027069642975664,0.07771706160710562,0.05640588585621142,0.05141067527685887,0.04271124033155243,0.045219933396659785
0.07440974069124233,0.06409133119282445,0.05736082978729989,0.05018026822229929,0.0481225093902141,0.04156463678633414,0.04281255449352701,0.14560683384113732,0.1640521955425126,0.13764573352810028,0.11058525940669847,0.14375769423340518,0.14948129680998776,0.16267948443185112,0.1518299014903824,0.1589223734192005,0.14971321355234293,0.1437869186295141,0.16468107123223155,0.18800873685589153,0.1549713593668707,0.17563110473306898,0.1369332306226983,0.1687697113426549,0.14601672415030573,0.1614939175414956,0.15755408171482063,0.12260940571096748,0.11916113922740049,0.10055630070315168,0.11675642113916722
0.027524996815908406,0.02708916981410259,0.025924286048234282,0.023370896032094312,0.016660963995089692,0.014635599383361259,0.014444278401218473,0.061540063181976426,0.105157452005332,0.07215676700373179,0.06289972030795925,0.10820030088281173,0.09463735598037291,0.08063633864054578,0.08127711749627141,0.09199000264200906,0.09675157140975332,0.09701347983640475,0.11468252446005887,0.13822331060726556,0.12628211330520323,0.11214918685089231,0.13524827946856063,0.11845687543472667,0.09801886906229619,0.11492819893019718,0.12727694107658918,0.09421327777687465,0.09081100583472011,0.0776596900012154,0.08397922937537175
